Run,Ligand,ApoRun,protein_rmsd_mean_A_apo,protein_rmsd_mean_A_bound,delta_protein_rmsd_mean_A,protein_rmsd_last_half_mean_A_apo,protein_rmsd_last_half_mean_A_bound,delta_protein_rmsd_last_half_mean_A,protein_rmsd_final_A_apo,protein_rmsd_final_A_bound,delta_protein_rmsd_final_A,protein_rmsf_mean_A_apo,protein_rmsf_mean_A_bound,delta_protein_rmsf_mean_A,rg_mean_A_apo,rg_mean_A_bound,delta_rg_mean_A,rg_last_half_mean_A_apo,rg_last_half_mean_A_bound,delta_rg_last_half_mean_A,rg_final_A_apo,rg_final_A_bound,delta_rg_final_A,protein_rmsd_slope_A_per_ns_apo,protein_rmsd_slope_A_per_ns_bound,delta_protein_rmsd_slope_A_per_ns,rg_slope_A_per_ns_apo,rg_slope_A_per_ns_bound,delta_rg_slope_A_per_ns,protein_state_call
RAT_BALO,Balovaptan,RAT_APO,3.493391409099818,3.0977106962500747,-0.39568071284974327,3.915569739110436,3.4946192945922165,-0.4209504445182195,3.6535172,3.7526622,0.09914500000000004,1.5702126981454545,1.54874244,-0.021470258145454446,20.6734816207224,20.690317704953564,0.01683608423116567,20.674846526411446,20.73123298725091,0.056386460839462416,20.665637772128797,20.600507164611184,-0.06513060751761302,0.003580574390408447,0.0031757201492629275,-0.0004048542411455194,0.00021306471889067033,0.0003797592492933733,0.00016669453040270296,similar compactness; lower global RMSD
RAT_UMF,UMF-504,RAT_APO,3.493391409099818,3.778886769260615,0.28549536016079724,3.915569739110436,4.058137884264629,0.14256814515419292,3.6535172,3.9296234,0.2761062000000001,1.5702126981454545,1.735317512690909,0.16510481454545456,20.6734816207224,20.66767383262027,-0.005807788102128342,20.674846526411446,20.604016356075274,-0.07083017033617267,20.665637772128797,20.56547583252442,-0.10016193960437647,0.003580574390408447,0.0026510217408158014,-0.0009295526495926455,0.00021306471889067033,-0.00035744481802505037,-0.0005705095369157207,similar compactness; similar global RMSD; globally more flexible
