Run,Ligand,ApoRun,protein_rmsd_mean_A_apo,protein_rmsd_mean_A_bound,delta_protein_rmsd_mean_A,protein_rmsd_last_half_mean_A_apo,protein_rmsd_last_half_mean_A_bound,delta_protein_rmsd_last_half_mean_A,protein_rmsd_final_A_apo,protein_rmsd_final_A_bound,delta_protein_rmsd_final_A,protein_rmsf_mean_A_apo,protein_rmsf_mean_A_bound,delta_protein_rmsf_mean_A,rg_mean_A_apo,rg_mean_A_bound,delta_rg_mean_A,rg_last_half_mean_A_apo,rg_last_half_mean_A_bound,delta_rg_last_half_mean_A,rg_final_A_apo,rg_final_A_bound,delta_rg_final_A,protein_rmsd_slope_A_per_ns_apo,protein_rmsd_slope_A_per_ns_bound,delta_protein_rmsd_slope_A_per_ns,rg_slope_A_per_ns_apo,rg_slope_A_per_ns_bound,delta_rg_slope_A_per_ns,protein_state_call
HUMAN_BALO,Balovaptan,HUMAN_APO,2.958852953698926,2.6903191441935164,-0.2685338095054095,3.332573594216232,3.223245296196152,-0.10932829802007982,3.184834,3.6051655,0.4203315000000001,1.639486894037736,1.5417992323396223,-0.09768766169811371,19.69622210238027,20.152432421998626,0.4562103196183571,19.586812925853277,20.13561558749201,0.5488026616387316,19.5330850883153,20.027562195907347,0.4944771075920471,0.003043660840211168,0.003824801100312887,0.0007811402601017189,-0.0008437021665880769,-0.00021658999854095744,0.0006271121680471194,more expanded; similar global RMSD
HUMAN_UMF,UMF-504,HUMAN_APO,2.958852953698926,3.7118733886356274,0.7530204349367016,3.332573594216232,3.8091066059237626,0.4765330117075308,3.184834,3.716029,0.5311949999999999,1.639486894037736,1.238456188716981,-0.40103070532075513,19.69622210238027,20.103889211837497,0.40766710945722906,19.586812925853277,20.101553768462892,0.5147408426096156,19.5330850883153,20.14527608164955,0.6121909933342486,0.003043660840211168,0.0010629796361333033,-0.0019806812040778646,-0.0008437021665880769,0.0001383213825713697,0.0009820235491594465,more expanded; higher global RMSD; globally less flexible
