Run,Ligand,ApoRun,protein_rmsd_mean_A_apo,protein_rmsd_mean_A_bound,delta_protein_rmsd_mean_A,protein_rmsd_last_half_mean_A_apo,protein_rmsd_last_half_mean_A_bound,delta_protein_rmsd_last_half_mean_A,protein_rmsd_final_A_apo,protein_rmsd_final_A_bound,delta_protein_rmsd_final_A,protein_rmsf_mean_A_apo,protein_rmsf_mean_A_bound,delta_protein_rmsf_mean_A,rg_mean_A_apo,rg_mean_A_bound,delta_rg_mean_A,rg_last_half_mean_A_apo,rg_last_half_mean_A_bound,delta_rg_last_half_mean_A,rg_final_A_apo,rg_final_A_bound,delta_rg_final_A,protein_rmsd_slope_A_per_ns_apo,protein_rmsd_slope_A_per_ns_bound,delta_protein_rmsd_slope_A_per_ns,rg_slope_A_per_ns_apo,rg_slope_A_per_ns_bound,delta_rg_slope_A_per_ns,protein_state_call
MOUSE_BALO,Balovaptan,MOUSE_APO,3.7453565038351235,2.6260421939741208,-1.1193143098610028,3.9182639694412225,2.8388192193512256,-1.0794447500899969,3.5791082,2.9260232,-0.6530849999999999,1.3587842231636365,18.354529616,16.995745392836366,20.476214870219994,20.331132064005498,-0.14508280621449643,20.507412946321057,20.319338783487463,-0.18807416283359402,20.327450253060704,20.33370084234545,0.006250589284746866,0.0018910456792086772,0.0017709389837867982,-0.00012010669542187897,5.055501934694484e-06,-0.00019090321952947327,-0.00019595872146416774,similar compactness; lower global RMSD; globally more flexible
MOUSE_UMF,UMF-504,MOUSE_APO,3.7453565038351235,2.838825716756465,-0.9065307870786588,3.9182639694412225,2.9946067336426543,-0.9236572357985682,3.5791082,3.2097318,-0.3693763999999997,1.3587842231636365,1.3780291991636366,0.01924497600000019,20.476214870219994,20.327872933874293,-0.1483419363457017,20.507412946321057,20.28437160547809,-0.22304134084296834,20.327450253060704,20.37691588887973,0.04946563581902552,0.0018910456792086772,0.0012824084557667488,-0.0006086372234419284,5.055501934694484e-06,-0.0003132797320334935,-0.000318335233968188,more compact; lower global RMSD
